50,46
39,0
52,126
20,139
2,73
75,170
36,40
78,68
19,52
93,23
63,193
4,103
27,42
16,93
92,17
13,57
52,154
27,106
6,50
90,114
27,173
53,159
75,136
24,43
92,89
2,83
74,44
37,36
56,6
40,188
64,168
15,188
85,95
85,186
77,207
93,37
36,62
74,80
17,210
47,155
11,170
82,165
21,61
66,102
83,41
60,69
59,212
10,221
63,60
51,108
87,172
43,165
11,134
23,8
88,82
61,130
67,3
2,135
80,164
3,205
57,10
68,213
42,117
33,49
56,52
80,30
3,63
57,130
53,143
35,197
87,180
50,52
67,197
60,191
36,140
46,180
28,162
7,14
92,66
64,43
17,49
52,7
56,106
35,142
66,133
29,183
26,79
18,66
39,36
67,216
59,105
18,125
76,139
26,107
36,187
21,152
12,200
52,42
1,76
89,88
66,68
12,165
86,73
54,106
42,17
36,174
45,187
41,22
58,49
20,72
22,3
92,13
46,85
77,192
81,56
86,139
68,180
19,182
47,129
58,97
13,12
24,96
88,188
81,184
89,60
89,175
42,133
46,31
62,101
93,175
19,145
30,135
79,93
30,163
70,15
1,47
56,166
72,24
21,76
31,135
82,140
89,89
65,192
39,75
37,179
28,199
76,119
41,196
55,219
52,217
32,175
59,186
59,163
40,191
75,98
87,108
47,62
77,27
52,92
2,2
67,54
52,27
57,82
52,41
56,206
70,107
45,180
73,27
66,83
62,41
52,173
88,115
51,138
19,212
61,83
45,153
39,27
50,33
44,124
72,147
46,194
32,68
49,13
10,17
25,37
38,156
35,52
38,211
34,26
69,112
70,42
52,171
1,42
30,66
56,100
19,170
20,97
84,104
92,18
70,84
68,171
68,122
74,45
14,65
82,80
53,93
91,136
70,103
22,19
43,45
35,22
46,176
76,117
14,108
55,78
89,66
29,200
5,160
91,3
19,99
40,146
85,132
68,10
3,106
78,77
38,131
28,97
68,205
19,72
30,220
78,176
60,77
78,135
72,49
51,171
63,202
78,101
55,154
28,161
32,113
42,118
4,10
78,149
87,201
22,154
20,210
84,36
35,6
2,167
86,19
80,184
30,202
1,186
72,118
90,169
18,203
54,138
11,210
39,197
1,121
20,52
61,81
42,170
39,103
34,22
47,73
65,178
6,196
37,11
8,166
85,182
16,221
42,121
54,193
62,68
83,195
75,32
64,114
70,179
86,21
80,213
88,152
50,28
67,60
23,127
38,132
81,33
41,11
12,28
91,88
59,160
51,96
23,148
20,96
43,15
0,125
57,11
67,217
15,45
78,179
90,177
12,201
54,145
15,208
33,122
73,195
94,13
31,71
91,51
41,211
91,8
29,192
48,197
91,141
18,140
68,143
56,68
45,209
55,50
43,86
79,111
89,163
20,53
48,151
82,169
57,142
38,47
80,196
89,147
61,5
45,28
29,128
30,50
76,104
67,88
92,33
2,124
40,158
42,158
40,25
28,135
48,126
82,82
43,50
49,111
90,5
29,214
84,10
71,88
11,165
33,86
6,63
2,116
75,195
53,35
26,14
82,113
7,145
13,196
41,92
72,139
14,69
86,121
75,103
54,57
68,60
89,109
21,147
81,7
44,188
64,73
53,126
65,204
38,170
22,68
17,44
21,128
82,186
27,164
69,51
8,18
73,107
64,91
50,222
55,103
6,166
32,155
89,218
34,113
43,206
88,38
68,184
31,202
36,32
44,100
85,35
76,52
20,89
46,100
32,162
37,213
3,26
37,91
50,182
80,27
92,108
61,169
31,150
68,43
51,201
36,75
35,118
53,167
60,153
88,41
79,85
5,96
40,0
58,210
21,164
12,175
54,69
55,70
89,116
59,130
47,77
60,131
51,13
79,206
21,49
2,84
7,207
21,18
33,164
80,75
7,185
41,176
84,30
46,82
13,162
67,23
67,171
93,162
14,99
