0,13,1
0,175,1
1,175,1
2,19,1
2,37,1
2,48,1
2,60,1
2,71,1
2,81,1
2,83,1
2,143,1
2,175,1
3,6,1
3,21,1
3,147,1
3,151,1
3,178,1
4,0,1
5,1,1
6,3,1
6,77,1
6,107,1
6,163,1
6,165,1
6,166,1
6,167,1
6,190,1
6,192,1
6,204,1
6,205,1
7,3,1
7,46,1
7,52,1
7,77,1
7,107,1
7,115,1
7,116,1
7,117,1
7,118,1
7,121,1
7,163,1
7,165,1
7,166,1
7,167,1
7,188,1
7,190,1
7,191,1
7,192,1
7,204,1
7,205,1
8,3,1
8,46,1
8,52,1
8,77,1
8,107,1
8,163,1
8,165,1
8,166,1
8,167,1
8,188,1
8,190,1
8,192,1
8,204,1
8,205,1
9,3,1
9,46,1
9,52,1
9,77,1
9,107,1
9,163,1
9,165,1
9,166,1
9,167,1
9,190,1
9,192,1
9,204,1
9,205,1
10,3,1
10,77,1
10,163,1
10,165,1
10,166,1
10,167,1
10,190,1
10,192,1
10,204,1
10,205,1
11,3,1
11,77,1
11,107,1
11,163,1
11,165,1
11,166,1
11,167,1
11,190,1
11,192,1
11,204,1
11,205,1
12,107,1
13,46,1
13,52,1
13,73,1
13,107,1
13,130,1
13,131,1
13,132,1
13,188,1
14,107,1
15,46,1
15,52,1
15,107,1
15,188,1
16,19,1
16,56,1
16,106,1
16,120,1
16,136,1
16,191,1
16,194,1
17,2,1
17,106,1
17,194,1
18,199,1
19,13,1
19,175,1
20,85,1
20,99,1
20,100,1
20,157,1
21,85,1
21,99,1
21,100,1
21,157,1
22,53,1
23,13,1
23,175,1
24,13,1
24,175,1
25,5,1
25,12,1
25,17,1
25,18,1
25,22,1
25,41,1
25,42,1
25,46,1
25,54,1
25,57,1
25,60,1
25,61,1
25,62,1
25,63,1
25,64,1
25,65,1
25,66,1
25,67,1
25,68,1
25,101,1
25,102,1
25,103,1
25,106,1
25,133,1
25,139,1
25,167,1
25,170,1
25,179,1
25,186,1
25,200,1
25,207,1
25,208,1
26,5,1
26,12,1
26,17,1
26,18,1
26,46,1
26,54,1
26,63,1
26,65,1
26,66,1
26,67,1
26,68,1
26,106,1
26,167,1
26,170,1
26,179,1
26,207,1
27,5,1
27,12,1
27,17,1
27,18,1
27,46,1
27,54,1
27,63,1
27,65,1
27,66,1
27,67,1
27,68,1
27,106,1
27,167,1
27,170,1
27,179,1
27,207,1
28,5,1
28,12,1
28,17,1
28,18,1
28,46,1
28,54,1
28,63,1
28,65,1
28,66,1
28,67,1
28,68,1
28,106,1
28,167,1
28,170,1
28,179,1
28,207,1
29,5,1
29,12,1
29,17,1
29,18,1
29,46,1
29,54,1
29,63,1
29,65,1
29,66,1
29,67,1
29,68,1
29,106,1
29,167,1
29,170,1
29,179,1
29,207,1
30,5,1
30,12,1
30,17,1
30,18,1
30,46,1
30,54,1
30,63,1
30,65,1
30,66,1
30,67,1
30,68,1
30,106,1
30,167,1
30,170,1
30,179,1
30,207,1
31,5,1
31,12,1
31,17,1
31,46,1
31,54,1
31,63,1
31,65,1
31,66,1
31,67,1
31,68,1
32,5,1
32,12,1
32,17,1
32,46,1
32,54,1
32,63,1
32,65,1
32,66,1
32,67,1
32,68,1
33,5,1
33,12,1
33,17,1
33,46,1
33,54,1
33,63,1
33,65,1
33,66,1
33,67,1
33,68,1
34,5,1
34,12,1
34,17,1
34,46,1
34,54,1
34,63,1
34,65,1
34,66,1
