0,66,1
1,37,1
1,146,1
1,214,1
2,14,1
2,23,1
2,26,1
2,53,1
2,179,1
3,7,1
3,13,1
3,19,1
3,21,1
3,34,1
3,48,1
3,49,1
3,53,1
3,64,1
3,65,1
3,67,1
3,84,1
3,96,1
3,97,1
3,102,1
3,117,1
3,118,1
3,124,1
3,126,1
3,147,1
3,156,1
3,167,1
3,172,1
3,173,1
3,177,1
3,198,1
3,201,1
4,7,1
4,13,1
4,19,1
4,21,1
4,34,1
4,48,1
4,49,1
4,53,1
4,64,1
4,67,1
4,84,1
4,98,1
4,99,1
4,102,1
4,147,1
4,156,1
4,172,1
4,173,1
4,177,1
4,198,1
4,201,1
5,7,1
5,13,1
5,48,1
5,53,1
5,140,1
5,147,1
5,156,1
5,172,1
5,177,1
5,198,1
5,200,1
5,201,1
6,7,1
6,34,1
6,48,1
6,53,1
6,147,1
6,156,1
6,172,1
6,177,1
7,7,1
7,48,1
7,53,1
7,147,1
7,156,1
7,172,1
7,177,1
8,191,1
9,37,1
10,25,1
11,12,1
11,27,1
11,66,1
11,141,1
11,187,1
12,12,1
12,66,1
12,141,1
12,187,1
13,31,1
13,66,1
13,206,1
14,12,1
14,66,1
15,17,1
15,20,1
15,21,1
15,41,1
15,43,1
15,48,1
15,57,1
15,58,1
15,75,1
15,77,1
15,78,1
15,111,1
15,112,1
15,113,1
15,114,1
15,115,1
15,131,1
15,137,1
15,142,1
15,151,1
15,160,1
15,162,1
15,163,1
15,173,1
15,177,1
16,17,1
16,20,1
16,21,1
16,41,1
16,43,1
16,48,1
16,57,1
16,58,1
16,77,1
16,78,1
16,111,1
16,112,1
16,113,1
16,114,1
16,115,1
16,131,1
16,137,1
16,142,1
16,151,1
16,160,1
16,162,1
16,163,1
16,173,1
16,177,1
17,4,1
17,17,1
17,20,1
17,21,1
17,41,1
17,43,1
17,48,1
17,53,1
17,56,1
17,57,1
17,58,1
17,77,1
17,78,1
17,108,1
17,109,1
17,111,1
17,112,1
17,113,1
17,114,1
17,115,1
17,131,1
17,137,1
17,139,1
17,142,1
17,151,1
17,160,1
17,162,1
17,163,1
17,173,1
17,177,1
17,179,1
17,188,1
18,8,1
18,17,1
18,18,1
18,20,1
18,21,1
18,27,1
18,43,1
18,48,1
18,57,1
18,58,1
18,59,1
18,71,1
18,75,1
18,76,1
18,77,1
18,78,1
18,79,1
18,111,1
18,113,1
18,137,1
18,142,1
18,157,1
18,160,1
18,163,1
18,171,1
18,173,1
18,192,1
18,207,1
18,209,1
19,8,1
19,17,1
19,18,1
19,20,1
19,21,1
19,43,1
19,48,1
19,57,1
19,58,1
19,71,1
19,75,1
19,76,1
19,77,1
19,78,1
19,79,1
19,111,1
19,113,1
19,137,1
19,142,1
19,157,1
19,160,1
19,163,1
19,173,1
19,192,1
19,207,1
20,20,1
20,57,1
20,75,1
20,76,1
20,77,1
20,78,1
20,79,1
20,111,1
20,113,1
20,137,1
20,157,1
20,160,1
20,163,1
20,192,1
20,207,1
21,4,1
21,15,1
21,17,1
21,42,1
21,43,1
21,48,1
21,51,1
21,58,1
21,73,1
21,74,1
21,81,1
21,82,1
21,83,1
21,111,1
21,133,1
21,135,1
21,155,1
21,160,1
21,161,1
21,168,1
21,170,1
21,175,1
21,178,1
21,182,1
21,188,1
21,194,1
21,196,1
21,202,1
21,203,1
21,204,1
21,210,1
22,4,1
22,15,1
22,17,1
22,42,1
22,43,1
22,48,1
22,51,1
22,58,1
22,73,1
22,74,1
22,81,1
22,82,1
22,83,1
22,92,1
22,93,1
22,94,1
22,95,1
22,111,1
22,132,1
22,133,1
22,135,1
22,155,1
22,159,1
22,160,1
22,161,1
22,168,1
22,170,1
22,176,1
22,178,1
22,194,1
22,196,1
22,202,1
22,203,1
22,204,1
22,219,1
23,17,1
23,42,1
23,43,1
23,48,1
23,51,1
23,58,1
23,111,1
23,133,1
23,135,1
23,155,1
23,160,1
23,161,1
23,168,1
23,178,1
23,194,1
23,202,1
24,1,1
24,6,1
24,18,1
24,21,1
24,48,1
24,52,1
24,56,1
24,70,1
24,79,1
24,104,1
24,125,1
24,172,1
24,177,1
24,183,1
25,1,1
25,8,1
25,18,1
25,21,1
25,48,1
25,52,1
25,53,1
25,56,1
25,70,1
25,97,1
25,103,1
25,104,1
25,110,1
25,120,1
25,125,1
25,136,1
25,144,1
25,169,1
25,172,1
25,177,1
25,183,1
25,189,1
26,6,1
26,8,1
26,18,1
26,48,1
26,52,1
26,56,1
26,69,1
26,70,1
26,97,1
26,120,1
26,125,1
26,169,1
26,183,1
27,21,1
27,48,1
27,172,1
27,177,1
28,18,1
28,21,1
28,48,1
28,52,1
28,70,1
28,79,1
28,125,1
28,183,1
29,35,1
29,46,1
29,62,1
29,63,1
29,80,1
29,158,1
29,208,1
29,215,1
30,121,1
31,121,1
32,119,1
32,165,1
32,166,1
33,143,1
34,16,1
35,66,1
36,101,1
37,101,1
37,205,1
38,101,1
38,205,1
39,101,1
40,101,1
41,101,1
41,205,1
42,101,1
43,101,1
43,129,1
43,205,1
44,14,1
44,21,1
44,23,1
44,30,1
44,48,1
44,50,1
44,52,1
44,53,1
44,60,1
44,61,1
44,85,1
44,86,1
44,123,1
44,125,1
44,127,1
44,128,1
44,142,1
44,143,1
44,145,1
44,167,1
44,172,1
44,177,1
44,179,1
44,198,1
44,212,1
44,214,1
45,22,1
45,26,1
45,40,1
45,44,1
45,87,1
45,142,1
45,197,1
46,21,1
46,47,1
46,58,1
46,97,1
46,115,1
46,120,1
46,152,1
47,21,1
47,38,1
47,47,1
47,58,1
47,89,1
47,90,1
47,97,1
47,152,1
47,186,1
47,218,1
48,21,1
48,38,1
48,47,1
48,58,1
48,89,1
48,90,1
48,97,1
48,152,1
48,186,1
48,218,1
49,21,1
49,47,1
49,58,1
49,97,1
49,152,1
50,21,1
50,47,1
50,58,1
50,88,1
50,90,1
50,97,1
50,152,1
51,18,1
51,21,1
51,41,1
51,47,1
51,48,1
51,52,1
51,53,1
51,58,1
51,71,1
51,97,1
51,115,1
51,120,1
51,131,1
51,142,1
51,169,1
51,172,1
51,174,1
51,177,1
51,183,1
52,21,1
52,47,1
52,58,1
52,97,1
52,120,1
52,152,1
53,21,1
53,47,1
53,48,1
53,58,1
53,71,1
53,97,1
53,120,1
53,172,1
53,177,1
53,180,1
54,19,1
54,21,1
54,47,1
54,58,1
54,97,1
54,153,1
54,221,1
54,222,1
55,21,1
55,47,1
55,58,1
55,97,1
56,21,1
56,47,1
56,48,1
56,58,1
56,97,1
57,21,1
57,115,1
57,152,1
58,0,1
59,9,1
59,11,1
59,32,1
59,33,1
59,36,1
59,43,1
59,66,1
59,68,1
59,72,1
59,116,1
60,180,1
61,70,1
61,216,1
62,6,1
62,105,1
62,106,1
62,216,1
63,24,1
63,54,1
63,105,1
63,106,1
63,107,1
63,211,1
63,213,1
63,216,1
63,220,1
64,66,1
65,66,1
66,66,1
67,66,1
68,66,1
69,122,1
70,122,1
71,37,1
72,37,1
72,214,1
73,138,1
74,214,1
75,10,1
75,91,1
75,184,1
75,185,1
76,10,1
76,39,1
76,190,1
77,39,1
77,148,1
77,185,1
78,29,1
78,130,1
78,150,1
79,2,1
79,10,1
79,130,1
79,184,1
80,14,1
80,21,1
80,23,1
80,26,1
80,53,1
80,179,1
81,217,1
82,5,1
82,66,1
82,100,1
83,45,1
84,45,1
84,164,1
85,164,1
86,164,1
87,28,1
87,199,1
88,149,1
88,154,1
88,181,1
89,55,1
89,64,1
89,97,1
89,193,1
90,195,1
91,195,1
92,3,1
93,134,1
94,66,1
