0,OC(=O)C1=CN=CC=C1
1,N[C@@H](CC1=CC(O)=C(O)C=C1)C(O)=O
2,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O
3,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O
4,CNC[C@H](O)C1=CC(O)=C(O)C=C1
5,[H][C@]12C[C@@H](O)[C@H](\C=C\[C@@H](O)CCCCC)[C@@]1([H])C\C(O2)=C\CCCC(O)=O
6,[H][C@]12CC[C@]([H])([C@H]([C@H](C1)OC(=O)C1=CC=CC=C1)C(=O)OC)N2C
7,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1
8,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1
9,COC1=C2OC(=O)C=CC2=CC2=C1OC=C2
10,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(O)=O
11,CC1=NN=C2CN=C(C3=CC=CC=C3)C3=C(C=CC(Cl)=C3)N12
12,NCCN.CN1C2=C(NC=N2)C(=O)N(C)C1=O.CN1C2=C(NC=N2)C(=O)N(C)C1=O
13,[Br-].CCCC(CCC)C(=O)O[C@H]1CC2CCC(C1)[N+]2(C)C
14,COC1=CC=C(CCN2CCC(CC2)NC2=NC3=CC=CC=C3N2CC2=CC=C(F)C=C2)C=C1
15,CC(C)NCC(O)COC1=CC=C(CC(N)=O)C=C1
16,NCC(CC(O)=O)C1=CC=C(Cl)C=C1
17,COC1=CC=CC=C1OCCNCC(O)COC1=CC=CC2=C1C1=CC=CC=C1N2
18,CN(C)CCCN1C2=CC=CC=C2SC2=C1C=C(Cl)C=C2
19,CO[C@H]1CN(CCCOC2=CC=C(F)C=C2)CC[C@H]1NC(=O)C1=CC(Cl)=C(N)C=C1OC
20,ClC1=CC=CC(Cl)=C1NC1=NCCN1
21,CN1CCN(CC1)C1=NC2=CC(Cl)=CC=C2NC2=CC=CC=C12
22,CN\C(NCCSCC1=C(C)NC=N1)=N\C#N
23,CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
24,CCOC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)C1=CC=CC=C1
25,[H][C@@]12C=C(C)CC[C@@]1([H])C(C)(C)OC1=C2C(O)=CC(CCCCC)=C1
26,NC(N)=NC1=NC(CSCCC(N)=NS(N)(=O)=O)=CS1
27,NCC1(CC(O)=O)CCCCC1
28,COC1=C(C=C(Cl)C=C1)C(=O)NCCC1=CC=C(C=C1)S(=O)(=O)NC(=O)NC1CCCCC1
29,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1CC[C@@H](O)CCC1=CC=CC=C1
30,CCOC(=O)N1CCC(CC1)=C1C2=C(CCC3=C1N=CC=C3)C=C(Cl)C=C2
31,CN1C2=C(NC=N2)C(=O)N(C)C1=O
32,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1
33,CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12
34,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1
35,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O
36,CC(C)(C(=O)C1=CN=CC=C1)C1=CC=CN=C1
37,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C
38,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12
39,CCCCC(C)(O)C\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC
40,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O
41,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1
42,CC(C)(C)NCC(O)COC1=CC=CC2=C1C[C@H](O)[C@H](O)C2
43,COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC
44,CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O
45,[H][C@]1(NC(=O)[C@H](CCCCN)NC(=O)[C@@H](CC2=CNC3=C2C=CC=C3)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CSSC[C@H](NC1=O)C(=O)N[C@H](CO)[C@@H](C)O)NC(=O)[C@H](N)CC1=CC=CC=C1)[C@@H](C)O
46,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O
47,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1
48,CN1CCN(CC1)C1=NC2=CC=CC=C2NC2=C1C=C(C)S2
49,CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)C1=CC=CC=C1
50,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)N(C)C.Cl
51,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O.Cl
52,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
53,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C
54,C[C@H]1[C@H]2CC3=CC=C(O)C=C3[C@]1(C)CCN2CC=C(C)C
55,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O
56,OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1
57,CC1=CC=C(C=C1)N(CC2=NCCN2)C3=CC(=CC=C3)O.CS(=O)(=O)O
58,CC(C)NCC(O)COC1=CC=CC2=C1C=CN2
59,C[C@H](C1=CNC=N1)C1=C(C)C(C)=CC=C1
60,CN1C2=C(N=C(Cl)N2)C(=O)N(C)C1=O.CN(C)CCOC(C1=CC=CC=C1)C1=CC=CC=C1
61,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1
62,CCOC1=NC2=CC=CC(C(O)=O)=C2N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NN=NN1
63,CCCCC1=NC2(CCCC2)C(=O)N1CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1
64,C[N+](C)(C)CCOC(N)=O
65,CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O
66,CN1C=NC2=C1C(=O)N(C)C(=O)N2C
67,C[N+]1(C)CCC(C1)OC(=O)C(O)(C1CCCC1)C1=CC=CC=C1
68,[H]C(Cl)(Br)C(F)(F)F
69,CCCN[C@H]1CCC2=C(C1)SC(N)=N2
70,FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1
71,CN1CCN2C(C1)C1=CC=CC=C1CC1=C2N=CC=C1
72,CCC1(CCC(=O)NC1=O)C1=CC=C(N)C=C1
73,CC(C)NCC(COC1=CC=C(C=C1)CCOCC2CC2)O.Cl
74,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.CC(C)NCC(COC1=CC=C(C=C1)CCOC)O.[C@@H]([C@H](C(=O)O)O)(C(=O)O)O
75,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl
76,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl.Cl
77,C1CCC2(CC1)OCC(O2)CN=C(N)N.C1CCC2(CC1)OCC(O2)CN=C(N)N.OS(=O)(=O)O
78,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC.Cl
79,OC1=CC=C(C=C1)C1CNCCC2=C(Cl)C(O)=C(O)C=C12
