0,5,1
1,1,1
1,2,1
1,6,1
1,17,1
1,19,1
1,24,1
1,26,1
1,33,1
1,35,1
1,37,1
1,40,1
1,44,1
1,46,1
1,50,1
1,51,1
1,52,1
2,6,1
2,26,1
2,44,1
2,50,1
2,52,1
3,26,1
4,26,1
5,26,1
6,4,1
6,14,1
6,27,1
6,47,1
6,49,1
7,53,1
8,3,1
8,19,1
8,22,1
8,27,1
8,28,1
8,38,1
8,39,1
8,41,1
9,21,1
9,27,1
9,42,1
10,1,1
10,10,1
10,27,1
10,31,1
10,35,1
10,36,1
10,37,1
10,45,1
10,46,1
10,51,1
11,15,1
11,25,1
12,29,1
12,30,1
13,5,1
13,18,1
13,20,1
13,43,1
14,5,1
14,18,1
14,43,1
15,5,1
15,18,1
15,43,1
16,0,1
16,48,1
17,5,1
17,43,1
18,5,1
19,5,1
19,18,1
19,43,1
20,5,1
20,18,1
20,43,1
21,5,1
21,18,1
21,43,1
22,7,1
22,11,1
22,12,1
22,16,1
22,34,1
23,8,1
23,13,1
23,32,1
24,23,1
25,9,1
