0,0.00915505,0.00513576,0.00312612,0.00558235,0.00312612,0.00870847,0.00223294,0.00312612,0.003796,0.01205788,0.00245623,0.00245623,0.00803858,0.00647553,0.00647553,0.00669882,0.00580564,0.00535906,0.00223294,0.00290282,0.01913582,0.02182369,0.0211817,0.02166178,0.02007194,0.0195896,0.01950769,0.02039007,0.02002122,0.0203648,0.02253147,0.02023304,0.02027303,0.01966681,0.0203246,0.02117949,0.01986373,0.02044477,0.02027454,0.02034919,0.02018769,0.02005178,0.01977871,0.01879197,0.01927878,0.01986002,0.01965838,0.02252304,0.02073489,0.0194992,0.02158787,0.02003607,0.02187387,0.02117626,0.02116373,0.01995767,0.01902348,0.02033902,0.02042724,0.02129269,0.02104997,0.01897706,0.01912807,0.01976536
1,0.00844018,0.00233452,0.00430988,0.00646482,0.00269367,0.00844018,0.00395072,0.00341199,0.00520777,0.01310922,0.00484861,0.00448946,0.00628524,0.00448946,0.00628524,0.00808102,0.00448946,0.00448946,0.00089789,0.0041303,0.01951174,0.02025315,0.02003988,0.02027092,0.02104098,0.02063178,0.02001043,0.0196802,0.01992753,0.02018744,0.01927121,0.02054796,0.01933431,0.02126811,0.0205777,0.01992632,0.02018597,0.02037584,0.02026595,0.02016014,0.02002486,0.02018617,0.02074034,0.02015755,0.02034197,0.01991775,0.01962644,0.01956977,0.01986574,0.02068856,0.02035584,0.01989811,0.02034716,0.02097736,0.0202004,0.02049077,0.02089532,0.01992357,0.02066712,0.02174336,0.02074953,0.02015343,0.021245,0.02091722
2,0.00679847,0.00419905,0.0039991,0.00599865,0.00199955,0.00559874,0.00419905,0.00379914,0.00599865,0.01219725,0.0039991,0.0039991,0.0061986,0.00379914,0.00639856,0.01179734,0.00379914,0.00659851,0.00139968,0.00319928,0.01910464,0.0210567,0.01933669,0.02073919,0.01964333,0.02020691,0.0197068,0.02068098,0.02034793,0.01851727,0.01950077,0.0203482,0.01999305,0.02100341,0.02032168,0.01998268,0.01982695,0.02023531,0.02175291,0.02014688,0.02005436,0.0198443,0.01921124,0.01941847,0.02072157,0.02025821,0.02046849,0.02075469,0.01969277,0.01935884,0.02066636,0.0201704,0.01948293,0.02166319,0.0206397,0.0209824,0.02094378,0.01991778,0.02070818,0.02087392,0.02213779,0.02077825,0.02099976,0.02182427
3,0.01100412,0.00257543,0.00374608,0.00913108,0.0023413,0.00936521,0.00187304,0.00210717,0.00491674,0.01334543,0.00210717,0.00070239,0.00749217,0.00304369,0.00678978,0.00585326,0.00257543,0.00749217,0.00046826,0.00210717,0.01891102,0.02015542,0.01972331,0.0209846,0.01945469,0.01997107,0.02094824,0.02094457,0.01935913,0.02122883,0.02022514,0.0207755,0.01998302,0.01966138,0.02189179,0.02096457,0.02221731,0.02124504,0.02102653,0.02116217,0.02050231,0.01938684,0.0189069,0.02098588,0.02005258,0.02013183,0.01888203,0.01963399,0.02046099,0.02083008,0.02007977,0.01915499,0.0203398,0.02105897,0.02168659,0.01969847,0.01935982,0.02095133,0.02091203,0.02235482,0.02092229,0.02004158,0.02196737,0.02182832
4,0.00742323,0.00309301,0.00536122,0.00659843,0.00247441,0.00804183,0.00268061,0.00474262,0.00721703,0.01257825,0.00329921,0.00164961,0.00659843,0.00412402,0.00618603,0.01051624,0.00371162,0.00391782,0.0008248,0.00371162,0.019773,0.02046126,0.01973808,0.0205929,0.02042825,0.02055131,0.01989451,0.02028273,0.0194963,0.02064251,0.02030132,0.02035824,0.02012823,0.01918789,0.02107359,0.01954418,0.02075013,0.02054979,0.02057319,0.02082289,0.01944187,0.02018862,0.01869416,0.02090266,0.02101587,0.02054739,0.01958724,0.01959601,0.02050125,0.02028682,0.02088086,0.01950979,0.02075826,0.0212432,0.02036813,0.02022351,0.02025384,0.02023804,0.02077542,0.02199957,0.02083162,0.01981577,0.02118454,0.02125521
5,0.00717931,0.00358965,0.00694,0.00765793,0.0023931,0.00550413,0.00311103,0.00526482,0.00813655,0.01244413,0.00430758,0.00335034,0.00574344,0.00406827,0.0047862,0.01029034,0.00382896,0.00622206,0.00047862,0.00430758,0.0198461,0.02118242,0.01976645,0.02050997,0.02013556,0.02008533,0.02073764,0.01998812,0.02024977,0.02084128,0.02001183,0.0203604,0.01935508,0.0194537,0.02109042,0.01939296,0.02093216,0.02092269,0.02054304,0.02156968,0.02037228,0.01983769,0.01865716,0.02037157,0.02093354,0.02038708,0.01869161,0.01987372,0.01962665,0.0195071,0.02139503,0.01990975,0.01938142,0.02118072,0.01986623,0.01965465,0.02051882,0.01999675,0.02087927,0.02131423,0.01988434,0.01999504,0.02086407,0.02032258
6,0.0055414,0.00299535,0.00584094,0.00688931,0.00359442,0.00778792,0.00164744,0.0050921,0.00763815,0.01213118,0.00344466,0.0059907,0.00673954,0.00629024,0.00404373,0.01273025,0.00733861,0.00629024,0.00104837,0.00329489,0.01942886,0.02027414,0.02017082,0.02064486,0.02113835,0.02070922,0.02009968,0.0196891,0.02030305,0.02032066,0.0201879,0.01994982,0.0199212,0.02036725,0.01967034,0.02061236,0.02035692,0.02003677,0.02008271,0.01924903,0.01923891,0.01948203,0.01981439,0.01937217,0.02019025,0.02052855,0.01958899,0.02014758,0.01940714,0.02106962,0.0203657,0.01972536,0.01970368,0.02040939,0.01962006,0.01948643,0.02013195,0.02075977,0.02058335,0.02009803,0.02028216,0.02068053,0.01971476,0.02001673
7,0.00593873,0.00361488,0.00645514,0.0046477,0.00335667,0.00645514,0.00335667,0.00697155,0.00593873,0.01058643,0.00284026,0.0046477,0.0043895,0.00722976,0.00697155,0.00877899,0.00387308,0.00619693,0.00051641,0.00258206,0.02019183,0.02091902,0.02011438,0.02034932,0.0193977,0.01960473,0.02048598,0.02041652,0.01980433,0.02213716,0.02009205,0.01929363,0.01966907,0.01916753,0.02116836,0.02054396,0.02080865,0.0203769,0.01934655,0.01917655,0.01955155,0.01956625,0.0201202,0.02038416,0.02117269,0.01956932,0.01932045,0.02107176,0.02012347,0.02053046,0.02134525,0.01997998,0.02096353,0.02111805,0.02011,0.02069778,0.02145835,0.02106438,0.02155248,0.02149537,0.01906881,0.02029772,0.02011447,0.02091142
8,0.01020624,0.00340208,0.00466211,0.00693016,0.00352808,0.01209628,0.00239406,0.00289807,0.00504012,0.01096226,0.00277207,0.00252006,0.00932422,0.00894621,0.00516612,0.01020624,0.00466211,0.00504012,0.00100802,0.0041581,0.01949431,0.02008079,0.0189509,0.0198471,0.02001089,0.02040275,0.01906258,0.01908174,0.02006116,0.02037405,0.01982467,0.01914456,0.02035881,0.01956242,0.01926499,0.02045239,0.02005598,0.02079633,0.02064011,0.0203491,0.01976321,0.01935596,0.01980423,0.02012291,0.01971817,0.02050898,0.01941034,0.01976817,0.02062569,0.02071059,0.02083175,0.02067353,0.02042206,0.02075156,0.02110849,0.02004946,0.020875,0.02103478,0.0209266,0.01979153,0.01999758,0.01971251,0.01985439,0.02044419
9,0.00569514,0.0033428,0.00420945,0.0068094,0.00420945,0.00804748,0.00247615,0.0050761,0.00643798,0.00903794,0.00309518,0.00643798,0.00928555,0.00594275,0.00458087,0.0184473,0.00606656,0.00804748,0.00074284,0.00383803,0.02006037,0.02089478,0.01911625,0.01988019,0.02063038,0.02070271,0.02024386,0.02008551,0.02071485,0.02005223,0.01934132,0.01968767,0.02029737,0.0200929,0.01967833,0.0206165,0.01999498,0.0206476,0.0204824,0.01872087,0.01954395,0.01962083,0.01977614,0.01961689,0.01927845,0.02029327,0.02023972,0.01938942,0.01892484,0.0203192,0.02021238,0.0202688,0.01895224,0.02107697,0.02066393,0.01916316,0.0199018,0.02052158,0.01976626,0.02005259,0.01961953,0.01997715,0.01927484,0.01977855
