443	2
53	4
54	4
164	4
377	4
443	4
28	5
191	5
115	10
19	11
26	11
29	11
31	11
34	11
36	11
38	11
41	11
45	11
83	11
89	11
108	11
110	11
114	11
117	11
120	11
124	11
130	11
133	11
160	11
161	11
164	11
168	11
191	11
192	11
221	11
222	11
241	11
264	11
280	11
281	11
288	11
329	11
355	11
379	11
381	11
53	12
60	12
70	12
88	12
90	12
116	12
125	12
156	12
256	12
333	12
88	15
156	15
234	15
69	16
73	16
81	16
98	16
141	16
186	16
62	17
65	17
100	17
115	17
168	17
26	19
31	19
161	19
192	19
264	19
280	19
379	19
381	19
26	23
29	23
31	23
34	23
36	23
37	23
38	23
41	23
45	23
89	23
108	23
117	23
120	23
124	23
133	23
160	23
161	23
191	23
192	23
221	23
222	23
230	23
241	23
264	23
280	23
281	23
288	23
329	23
379	23
381	23
62	24
65	24
100	24
168	24
28	25
43	25
44	25
49	25
53	25
73	25
81	25
85	25
94	25
100	25
127	25
160	25
168	25
191	25
238	25
245	25
259	25
333	25
430	25
31	26
88	26
125	26
138	26
161	26
192	26
245	26
264	26
300	26
366	26
379	26
381	26
12	28
15	28
26	28
31	28
32	28
34	28
38	28
42	28
43	28
53	28
55	28
60	28
62	28
65	28
73	28
74	28
81	28
85	28
89	28
100	28
101	28
108	28
112	28
115	28
116	28
118	28
119	28
120	28
125	28
133	28
140	28
141	28
156	28
160	28
161	28
164	28
168	28
191	28
192	28
193	28
206	28
222	28
245	28
259	28
264	28
280	28
281	28
292	28
300	28
324	28
333	28
335	28
379	28
381	28
405	28
430	28
444	28
19	29
26	29
28	29
31	29
32	29
34	29
38	29
42	29
43	29
53	29
55	29
62	29
73	29
74	29
81	29
85	29
88	29
89	29
92	29
100	29
101	29
104	29
108	29
112	29
115	29
116	29
118	29
119	29
120	29
125	29
127	29
130	29
133	29
138	29
139	29
140	29
141	29
156	29
160	29
161	29
168	29
182	29
183	29
191	29
192	29
193	29
222	29
245	29
256	29
259	29
264	29
280	29
281	29
297	29
300	29
324	29
330	29
333	29
366	29
379	29
381	29
405	29
430	29
11	30
19	30
23	30
26	30
28	30
29	30
31	30
33	30
34	30
36	30
38	30
39	30
41	30
42	30
43	30
45	30
53	30
57	30
59	30
72	30
73	30
81	30
83	30
85	30
89	30
92	30
94	30
95	30
98	30
99	30
100	30
101	30
108	30
112	30
114	30
117	30
120	30
122	30
124	30
125	30
127	30
133	30
134	30
135	30
139	30
141	30
160	30
161	30
166	30
168	30
176	30
180	30
182	30
183	30
191	30
192	30
221	30
222	30
241	30
245	30
259	30
264	30
280	30
281	30
288	30
297	30
329	30
330	30
355	30
366	30
379	30
381	30
397	30
398	30
405	30
415	30
428	30
430	30
436	30
381	31
26	32
55	32
116	32
119	32
125	32
192	32
300	32
333	32
430	32
11	33
19	33
23	33
26	33
28	33
29	33
31	33
32	33
34	33
36	33
38	33
39	33
41	33
42	33
43	33
45	33
53	33
55	33
57	33
59	33
61	33
63	33
71	33
72	33
73	33
74	33
81	33
83	33
85	33
89	33
92	33
94	33
95	33
96	33
99	33
100	33
101	33
104	33
108	33
112	33
114	33
115	33
116	33
117	33
118	33
119	33
120	33
122	33
124	33
125	33
127	33
128	33
133	33
134	33
135	33
139	33
140	33
141	33
146	33
155	33
156	33
160	33
161	33
166	33
168	33
176	33
180	33
182	33
183	33
191	33
192	33
193	33
205	33
221	33
222	33
241	33
245	33
259	33
261	33
264	33
280	33
281	33
288	33
297	33
300	33
324	33
329	33
330	33
333	33
344	33
348	33
355	33
366	33
369	33
379	33
381	33
387	33
397	33
398	33
405	33
415	33
428	33
430	33
436	33
440	33
441	33
19	34
26	34
31	34
100	34
101	34
108	34
112	34
120	34
125	34
127	34
161	34
182	34
183	34
191	34
192	34
222	34
245	34
259	34
264	34
280	34
281	34
366	34
379	34
381	34
430	34
88	35
259	35
333	35
19	36
26	36
28	36
29	36
31	36
34	36
38	36
41	36
42	36
45	36
53	36
59	36
62	36
72	36
81	36
88	36
89	36
92	36
100	36
101	36
108	36
112	36
117	36
120	36
125	36
130	36
133	36
138	36
139	36
160	36
161	36
168	36
182	36
183	36
191	36
192	36
222	36
256	36
264	36
280	36
281	36
297	36
330	36
366	36
379	36
381	36
405	36
32	37
53	37
73	37
85	37
141	37
150	37
151	37
186	37
195	37
239	37
259	37
333	37
19	38
26	38
31	38
34	38
73	38
100	38
101	38
108	38
112	38
120	38
125	38
127	38
161	38
182	38
183	38
191	38
192	38
222	38
245	38
264	38
280	38
281	38
330	38
366	38
379	38
381	38
405	38
12	39
26	39
28	39
29	39
31	39
32	39
34	39
36	39
38	39
41	39
42	39
43	39
45	39
53	39
55	39
61	39
68	39
72	39
73	39
74	39
81	39
85	39
89	39
90	39
94	39
98	39
100	39
102	39
104	39
108	39
115	39
116	39
117	39
118	39
119	39
120	39
122	39
125	39
127	39
131	39
133	39
135	39
140	39
141	39
144	39
147	39
150	39
151	39
154	39
156	39
158	39
160	39
161	39
162	39
164	39
185	39
189	39
191	39
192	39
193	39
194	39
195	39
196	39
222	39
239	39
245	39
259	39
264	39
280	39
281	39
300	39
324	39
330	39
333	39
335	39
348	39
350	39
353	39
379	39
381	39
387	39
430	39
437	39
443	39
53	40
73	40
85	40
94	40
239	40
259	40
261	40
333	40
19	41
26	41
28	41
29	41
31	41
32	41
34	41
38	41
42	41
43	41
53	41
55	41
59	41
73	41
74	41
81	41
85	41
89	41
92	41
100	41
101	41
104	41
108	41
112	41
115	41
116	41
118	41
119	41
120	41
125	41
127	41
133	41
139	41
140	41
141	41
156	41
160	41
161	41
164	41
182	41
183	41
191	41
192	41
193	41
222	41
245	41
259	41
264	41
280	41
281	41
297	41
300	41
324	41
330	41
333	41
366	41
379	41
381	41
387	41
405	41
430	41
26	42
31	42
32	42
34	42
38	42
43	42
53	42
55	42
73	42
74	42
81	42
85	42
89	42
108	42
115	42
116	42
119	42
120	42
125	42
140	42
141	42
156	42
160	42
161	42
186	42
191	42
192	42
193	42
222	42
259	42
264	42
280	42
281	42
300	42
333	42
379	42
381	42
430	42
26	43
32	43
34	43
38	43
55	43
73	43
100	43
101	43
108	43
112	43
116	43
120	43
127	43
141	43
150	43
156	43
161	43
168	43
185	43
191	43
192	43
222	43
245	43
259	43
264	43
280	43
300	43
333	43
335	43
353	43
379	43
381	43
405	43
430	43
19	45
26	45
28	45
29	45
31	45
34	45
38	45
41	45
42	45
43	45
53	45
59	45
72	45
73	45
81	45
85	45
89	45
92	45
100	45
101	45
108	45
112	45
120	45
125	45
127	45
133	45
139	45
160	45
161	45
168	45
182	45
183	45
191	45
192	45
222	45
245	45
259	45
264	45
280	45
281	45
297	45
330	45
366	45
379	45
381	45
405	45
430	45
81	46
28	47
77	47
81	47
191	47
247	47
292	47
28	50
53	50
73	50
77	50
81	50
85	50
94	50
134	50
191	50
247	50
259	50
261	50
333	50
81	52
15	53
26	53
31	53
32	53
34	53
35	53
38	53
43	53
55	53
56	53
60	53
70	53
73	53
90	53
100	53
101	53
102	53
108	53
112	53
116	53
119	53
120	53
125	53
141	53
147	53
150	53
156	53
161	53
168	53
185	53
189	53
191	53
192	53
195	53
206	53
218	53
222	53
239	53
256	53
259	53
264	53
280	53
281	53
300	53
330	53
333	53
335	53
366	53
379	53
381	53
405	53
430	53
437	53
444	53
11	54
19	54
26	54
28	54
29	54
32	54
33	54
39	54
41	54
42	54
43	54
53	54
55	54
61	54
63	54
69	54
71	54
72	54
73	54
74	54
77	54
79	54
81	54
85	54
87	54
88	54
94	54
95	54
96	54
98	54
104	54
115	54
116	54
118	54
119	54
121	54
122	54
125	54
128	54
134	54
140	54
141	54
155	54
156	54
164	54
186	54
188	54
192	54
193	54
205	54
217	54
218	54
256	54
259	54
261	54
282	54
287	54
296	54
300	54
319	54
324	54
333	54
334	54
348	54
368	54
369	54
387	54
398	54
415	54
428	54
430	54
440	54
441	54
26	55
116	55
119	55
125	55
151	55
189	55
192	55
300	55
333	55
430	55
437	55
259	56
333	56
25	57
26	57
29	57
34	57
38	57
39	57
41	57
43	57
45	57
53	57
63	57
68	57
71	57
72	57
73	57
74	57
75	57
85	57
89	57
94	57
96	57
98	57
100	57
104	57
108	57
115	57
116	57
118	57
120	57
121	57
122	57
124	57
131	57
133	57
135	57
140	57
141	57
150	57
154	57
158	57
160	57
161	57
162	57
167	57
168	57
185	57
189	57
191	57
195	57
220	57
222	57
239	57
259	57
261	57
264	57
280	57
287	57
288	57
300	57
324	57
330	57
333	57
335	57
344	57
348	57
353	57
354	57
355	57
379	57
381	57
387	57
428	57
430	57
437	57
441	57
88	58
135	58
234	58
256	58
330	58
26	59
29	59
31	59
34	59
38	59
43	59
55	59
67	59
80	59
89	59
92	59
101	59
108	59
112	59
120	59
130	59
133	59
139	59
160	59
161	59
182	59
183	59
191	59
192	59
193	59
222	59
264	59
280	59
281	59
330	59
342	59
350	59
366	59
379	59
381	59
387	59
405	59
26	60
88	60
116	60
333	60
335	60
444	60
26	61
28	61
29	61
32	61
41	61
42	61
53	61
55	61
73	61
74	61
81	61
116	61
141	61
164	61
191	61
192	61
300	61
333	61
26	62
80	62
81	62
92	62
100	62
139	62
182	62
183	62
239	62
259	62
342	62
350	62
26	63
28	63
29	63
32	63
37	63
39	63
41	63
42	63
43	63
53	63
55	63
61	63
72	63
73	63
74	63
81	63
85	63
94	63
95	63
98	63
100	63
104	63
107	63
115	63
116	63
118	63
119	63
122	63
125	63
127	63
140	63
141	63
156	63
160	63
164	63
168	63
191	63
192	63
193	63
205	63
239	63
245	63
259	63
261	63
300	63
324	63
333	63
335	63
348	63
387	63
430	63
26	64
29	64
36	64
53	64
72	64
73	64
92	64
95	64
101	64
111	64
112	64
116	64
135	64
138	64
139	64
176	64
182	64
239	64
330	64
333	64
337	64
366	64
397	64
438	64
443	64
80	65
100	65
125	65
168	65
182	65
183	65
259	65
330	65
182	67
15	68
43	68
53	68
69	68
72	68
73	68
74	68
85	68
90	68
98	68
100	68
101	68
