83,40
81,40
454,251
518,236
323,74
213,41
635,53
354,300
605,146
251,163
582,99
86,40
145,107
612,430
430,141
87,259
532,261
237,90
495,284
90,441
579,354
96,412
283,369
517,215
158,369
346,441
155,429
221,62
589,429
403,186
397,130
404,304
443,15
43,0
385,15
199,300
152,300
490,359
518,255
335,63
241,430
365,15
461,28
73,391
164,328
548,40
183,365
140,261
579,309
114,403
316,76
108,100
185,368
359,125
189,53
86,107
97,40
97,148
645,377
11,361
530,421
159,261
55,53
405,70
148,429
402,303
91,377
353,300
73,365
293,429
518,274
517,307
394,98
542,7
114,405
146,261
412,28
270,211
405,305
83,104
149,261
96,107
57,245
301,64
103,116
405,98
92,377
96,219
465,53
101,141
63,110
92,410
608,147
518,380
230,150
639,367
579,428
184,368
85,148
148,300
394,367
407,303
236,60
390,232
441,292
280,110
432,141
645,68
518,99
660,90
85,100
232,370
34,0
95,104
375,7
31,377
398,275
615,251
212,133
354,369
95,232
476,18
241,368
518,264
101,68
403,98
226,1
78,166
446,251
163,128
355,430
186,261
518,383
204,15
571,261
408,300
206,17
399,352
404,98
394,275
199,431
624,53
348,17
263,141
517,45
405,316
95,411
537,430
440,432
158,261
92,104
318,253
399,367
370,245
391,357
122,106
633,40
628,130
156,371
85,219
320,368
87,107
638,141
396,243
35,0
95,40
148,368
485,141
93,63
570,261
83,148
86,232
639,273
304,300
93,104
84,412
183,391
351,49
391,316
114,397
353,431
175,5
355,429
402,370
406,237
199,371
609,178
106,219
517,379
575,371
374,273
332,227
488,261
74,431
86,412
91,40
587,230
537,368
100,116
187,431
330,361
408,371
142,369
106,259
469,28
607,92
73,284
536,377
145,219
102,68
329,371
381,130
122,164
404,305
91,232
147,429
104,104
391,69
81,162
99,100
422,86
84,40
194,326
264,8
517,280
90,410
397,370
395,130
356,429
93,377
517,332
199,429
323,290
89,40
639,303
418,377
374,357
539,15
407,316
544,15
38,92
54,0
498,391
145,217
638,237
21,16
517,161
27,68
639,272
339,439
517,214
207,23
97,104
517,274
396,367
114,101
390,68
487,110
552,261
642,310
26,98
96,116
375,14
314,245
38,64
83,338
530,185
134,28
399,70
81,377
146,300
406,243
341,371
85,412
26,69
142,371
604,92
26,370
518,299
232,275
147,371
437,27
267,7
640,23
633,232
107,377
151,430
323,346
105,148
88,107
401,130
639,237
213,133
517,299
398,98
458,53
196,371
645,232
366,348
602,92
92,68
602,181
603,182
88,205
83,377
404,243
90,217
398,186
496,284
102,232
223,163
96,71
304,430
27,163
323,443
485,110
107,141
374,110
99,377
611,426
232,357
657,117
82,107
407,370
82,232
395,69
87,163
98,148
517,33
163,328
580,428
167,37
88,377
618,245
318,38
90,232
110,68
579,249
194,11
366,377
399,357
283,261
573,261
393,273
603,146
8,361
494,391
493,365
611,147
106,338
255,103
603,147
84,410
216,261
249,1
399,243
151,300
405,303
592,251
82,412
229,359
422,319
395,273
240,148
26,275
633,163
195,371
145,104
184,429
26,237
167,0
114,170
332,185
350,175
114,270
518,161
378,232
199,368
473,53
645,116
413,130
97,232
602,64
398,243
535,292
230,152
248,49
186,371
604,147
654,148
335,106
201,372
110,116
603,64
90,160
649,53
310,0
391,367
568,5
90,148
354,431
540,11
631,141
605,181
404,69
196,261
616,432
517,221
180,37
81,195
645,163
574,5
268,245
195,429
105,232
393,304
398,352
378,141
108,57
301,178
508,49
90,412
571,431
93,40
614,28
110,107
335,26
492,284
404,367
251,107
516,116
104,232
654,100
393,367
86,116
393,186
562,261
18,63
616,245
33,53
402,316
202,384
92,412
518,120
251,141
149,371
633,68
85,411
95,259
403,367
232,130
374,370
484,49
397,273
112,37
391,186
81,338
80,338
240,107
353,368
517,252
404,316
80,148
572,165
517,378
578,310
89,104
410,300
413,110
83,107
82,377
127,6
588,363
32,251
332,58
92,116
639,110
232,305
194,39
609,147
166,328
156,369
86,338
232,316
393,303
548,68
145,338
101,107
374,243
25,213
389,148
98,104
196,429
102,141
639,130
90,104
344,212
620,26
96,39
397,110
308,79
270,209
93,411
133,28
291,192
236,84
518,382
405,357
46,358
329,261
353,369
527,13
196,430
398,272
118,21
289,22
393,98
145,377
114,173
93,100
407,130
251,217
167,25
222,0
510,15
408,429
114,231
106,163
518,51
556,362
611,242
395,141
86,68
145,411
407,273
396,110
357,431
520,431
90,377
472,28
38,181
362,11
399,237
85,163
403,352
598,157
294,430
328,0
338,369
374,98
119,0
39,28
80,411
580,250
530,356
95,219
83,411
100,104
518,223
611,178
517,382
346,183
188,193
80,195
83,217
89,148
398,370
114,398
388,415
129,53
74,430
198,28
395,367
394,70
169,49
610,92
538,365
488,371
518,41
88,412
233,0
160,369
355,371
74,261
232,304
14,13
187,371
241,429
94,163
17,431
146,430
518,89
397,237
49,49
257,15
13,49
518,280
605,178
602,176
108,163
402,98
85,259
100,100
317,157
605,179
445,61
323,344
419,27
183,284
230,151
90,134
575,368
323,435
354,368
606,139
406,370
96,40
518,201
87,232
555,141
185,261
608,179
84,116
80,104
578,260
186,300
517,381
17,300
602,187
198,53
391,130
84,338
106,100
87,217
109,104
533,300
518,222
431,141
489,0
390,104
332,396
137,97
602,183
158,300
589,369
323,1
431,130
46,260
612,431
377,154
27,141
56,425
398,130
553,261
518,203
106,40
602,80
517,41
156,429
602,177
195,431
116,15
254,90
71,415
83,232
654,40
543,261
555,130
239,53
300,321
591,251
1,11
516,107
602,248
302,368
288,26
294,300
462,28
51,0
499,365
608,92
518,48
148,261
558,245
84,232
194,276
403,243
114,402
518,124
579,289
332,356
221,373
323,132
403,141
120,415
308,33
374,70
117,339
63,130
608,426
80,100
169,15
337,439
518,33
405,243
354,371
235,254
322,290
185,429
402,70
158,368
332,15
185,369
90,411
196,300
114,406
146,368
387,15
498,365
402,243
393,305
159,369
163,301
90,141
488,431
537,371
92,338
428,141
394,110
457,53
358,300
535,377
82,68
105,412
89,73
98,141
557,0
194,285
96,333
399,141
322,344
517,133
84,148
302,261
96,68
185,371
84,217
604,178
114,171
406,130
620,164
277,0
397,316
153,369
251,100
407,237
408,430
653,261
604,179
213,38
338,429
395,70
627,359
114,399
635,28
123,377
575,429
151,369
241,300
9,361
205,15
24,0
152,431
80,116
396,357
609,64
395,304
241,431
249,0
89,116
433,110
247,164
580,52
186,430
466,53
517,200
46,310
90,40
143,49
210,253
605,64
518,133
456,312
94,412
221,269
108,232
93,150
223,68
90,167
223,148
84,219
84,104
110,163
236,206
395,352
404,272
530,184
517,266
638,316
518,252
517,83
399,110
114,401
399,98
403,237
86,377
108,141
390,148
470,53
610,139
86,100
270,294
389,151
633,116
212,117
47,245
535,334
374,352
84,259
84,411
528,0
85,410
92,63
210,117
81,63
605,248
341,369
478,28
430,130
165,328
100,141
400,110
579,52
399,273
187,369
450,251
101,100
26,316
81,104
85,40
571,368
358,368
521,130
211,41
114,374
170,0
204,49
607,181
58,261
639,316
403,305
249,3
537,369
566,7
399,305
160,431
92,217
193,361
371,164
70,53
85,338
587,244
104,377
154,431
151,261
406,272
425,15
320,430
320,261
464,53
240,100
135,28
395,98
414,141
223,338
480,28
518,215
190,119
87,411
548,411
89,100
308,133
480,53
93,37
74,300
99,163
354,429
357,429
145,116
322,74
70,28
516,141
114,364
213,253
548,141
518,379
333,19
548,163
212,33
394,352
166,49
432,110
223,232
434,15
603,92
332,423
46,434
338,368
212,30
305,15
529,22
57,333
484,15
108,148
166,15
587,436
608,138
571,300
338,430
322,350
232,272
564,111
120,61
117,308
331,11
407,272
396,69
80,217
372,5
605,176
378,40
115,39
76,53
93,232
223,100
606,64
94,104
63,141
458,28
187,429
404,237
97,107
477,53
159,371
223,411
270,115
442,50
318,41
397,367
293,368
288,31
514,39
255,442
605,147
83,410
93,68
408,368
639,243
166,433
397,141
608,139
403,70
654,107
320,369
407,357
240,68
393,243
603,176
251,104
390,141
228,44
319,40
121,106
645,100
164,49
394,186
633,377
396,98
94,410
546,245
609,139
86,217
85,141
96,77
131,28
94,107
94,40
147,430
395,357
259,0
606,179
551,261
517,380
46,293
376,7
323,388
86,410
96,73
186,431
645,104
105,68
611,138
518,262
196,431
320,429
301,426
89,107
232,352
285,1
378,68
632,432
525,359
376,13
85,377
200,106
626,389
301,92
605,180
154,371
156,431
149,369
96,158
125,314
29,328
83,100
145,259
399,186
291,113
517,31
255,93
110,148
251,410
488,369
404,275
391,305
81,121
92,75
97,338
396,237
88,141
4,361
518,159
384,28
80,219
399,304
33,28
517,159
146,369
391,352
251,116
19,245
336,37
244,164
532,369
106,116
297,261
219,0
27,232
523,9
238,130
302,369
94,116
184,300
99,217
123,164
486,359
82,219
82,141
84,377
86,411
187,368
154,369
100,377
74,429
516,100
96,104
87,412
607,179
213,255
96,298
211,427
203,384
99,232
352,130
91,217
396,272
128,53
346,247
92,158
358,369
516,163
357,368
394,304
332,341
408,369
580,249
194,419
604,139
158,429
361,204
30,141
532,371
585,261
517,331
26,186
589,371
341,368
460,28
322,132
353,430
116,49
87,104
23,49
10,361
213,26
612,368
395,272
3,361
255,66
346,81
45,0
81,158
342,228
623,245
251,412
518,378
109,163
399,370
6,361
64,28
293,431
347,415
208,64
93,141
209,261
88,145
400,130
144,49
491,391
533,371
394,69
426,130
101,40
394,272
537,429
579,358
184,430
106,412
81,217
185,431
160,300
145,100
106,46
60,196
518,268
232,237
478,53
630,90
251,259
468,27
318,26
84,163
438,254
48,15
522,53
526,359
638,186
90,33
641,25
240,141
531,393
96,102
103,68
405,253
98,232
235,174
403,316
477,28
518,29
531,394
83,116
97,412
517,114
110,377
575,431
142,429
531,366
214,41
323,347
66,19
608,242
97,163
587,424
55,28
631,130
92,239
604,242
518,221
130,53
322,343
609,138
150,368
267,6
87,377
451,251
304,369
531,395
220,164
359,90
91,100
301,181
395,243
606,92
294,371
520,369
389,152
517,255
580,324
319,377
612,429
393,70
439,245
603,426
517,222
142,261
236,207
403,110
403,303
375,22
426,110
76,28
404,303
518,258
398,237
394,130
106,217
96,411
533,430
95,141
242,164
211,253
69,312
89,259
474,28
122,63
602,242
17,371
365,49
375,13
609,242
30,130
223,116
90,259
391,304
267,2
185,300
581,358
319,104
110,100
102,116
155,430
20,5
26,243
402,69
136,53
303,117
402,367
263,110
124,144
405,237
311,0
151,371
88,100
422,87
610,138
223,217
379,110
605,177
639,304
532,368
94,232
564,63
96,163
398,304
390,40
96,141
398,367
87,116
518,331
84,195
156,261
101,148
613,328
109,107
21,359
518,160
93,410
39,53
350,136
270,210
329,300
138,245
466,28
84,68
394,316
121,164
560,261
7,361
0,0
148,431
320,371
332,225
144,295
600,261
605,138
194,418
404,186
510,49
532,300
517,120
211,26
91,219
518,214
205,49
642,358
408,431
185,430
102,148
302,429
209,431
518,114
403,272
405,110
283,300
240,163
81,100
400,141
26,352
656,415
307,15
391,70
338,371
157,9
141,0
89,163
404,110
27,377
638,110
518,281
377,142
556,389
374,69
604,138
577,166
81,77
341,431
393,370
36,15
399,275
580,32
374,305
195,369
231,13
343,141
612,369
147,261
402,237
569,261
16,53
90,100
176,297
197,110
611,139
406,367
390,100
88,148
358,429
350,137
201,106
91,163
516,104
397,352
318,33
108,116
520,371
223,259
654,163
251,411
502,261
240,40
117,444
126,15
260,8
162,283
92,40
232,243
173,261
211,30
398,303
384,53
471,28
154,430
317,377
151,429
396,141
187,430
391,141
154,429
97,217
88,217
645,148
108,377
88,219
507,9
391,272
241,371
638,243
518,279
230,149
422,256
589,431
518,329
643,269
140,368
140,431
304,429
129,28
580,327
220,12
575,261
68,312
402,304
230,153
554,141
85,116
517,281
360,122
82,148
580,315
589,430
107,116
394,141
396,186
187,300
50,0
92,77
518,307
19,432
517,124
578,358
530,245
580,289
172,359
589,368
501,261
82,259
407,141
619,15
556,390
142,431
266,130
603,181
602,138
378,148
287,15
346,180
580,293
381,141
191,130
26,110
232,141
210,26
399,130
604,64
94,217
548,232
316,245
491,284
517,277
82,40
397,305
201,31
257,49
371,377
395,237
294,369
544,49
517,51
548,107
153,300
98,40
538,284
317,63
403,304
145,40
607,138
281,1
404,357
93,338
603,242
155,300
232,70
645,40
586,261
323,233
210,41
517,26
100,232
602,337
26,303
208,92
111,12
548,217
108,68
589,300
153,261
394,303
150,429
154,261
208,179
100,107
62,53
151,431
563,15
158,371
393,141
46,229
323,343
107,232
520,261
96,410
26,273
346,182
117,78
391,98
154,368
27,104
604,181
409,110
18,377
610,179
455,251
332,311
60,198
563,49
391,273
374,316
374,304
614,53
106,104
403,273
506,328
80,232
610,181
62,28
94,141
606,147
90,338
382,65
497,284
605,426
580,55
520,430
643,62
309,261
89,410
646,261
27,100
516,40
594,251
158,430
395,110
94,259
293,261
82,338
398,305
192,28
639,275
496,365
99,68
633,100
98,100
96,441
103,100
28,0
59,0
410,430
246,164
251,377
102,377
96,259
153,430
652,245
599,67
357,300
90,109
472,53
148,369
629,74
313,432
358,430
405,272
220,63
95,107
340,228
88,163
96,96
606,138
146,371
106,218
517,63
605,183
256,15
578,293
93,195
114,169
332,422
88,85
335,157
603,139
378,116
88,77
579,278
322,351
322,233
97,411
639,370
194,271
209,430
107,68
145,410
163,74
114,123
89,232
184,371
92,100
402,357
530,234
405,367
393,69
276,107
179,377
403,69
89,168
373,7
398,110
516,133
650,261
159,431
517,48
403,370
517,36
349,20
429,141
576,166
95,217
95,163
393,237
98,107
374,367
38,147
518,45
302,431
220,377
103,40
347,1
368,245
517,34
92,82
196,369
606,178
602,179
387,49
74,368
113,334
294,261
214,38
147,300
80,163
214,253
349,257
117,43
319,232
94,219
103,163
539,49
603,138
240,232
104,141
243,164
124,90
145,68
150,371
518,30
77,254
529,90
140,300
547,0
405,352
405,275
251,40
92,148
208,181
572,318
345,213
274,240
308,38
223,377
457,28
390,107
105,377
111,1
74,371
96,217
187,261
93,149
406,69
84,100
213,117
406,304
326,0
356,430
304,371
251,219
195,261
516,377
379,141
26,70
17,429
324,439
332,437
90,107
578,229
518,31
517,279
232,69
639,305
26,305
82,411
139,0
152,261
232,253
527,22
142,430
391,237
411,24
610,426
86,141
518,355
604,426
433,130
499,391
405,370
341,189
580,358
449,251
184,261
360,302
398,141
133,53
99,412
26,141
554,110
651,27
579,324
38,242
165,49
82,163
27,40
149,368
159,430
93,219
251,232
398,357
626,296
92,259
638,272
228,328
92,140
186,369
631,110
647,261
430,110
438,432
548,219
294,429
117,42
318,30
96,115
252,9
413,113
127,1
587,245
407,69
80,412
386,130
396,304
517,264
391,275
345,425
512,49
235,62
304,368
96,148
109,35
406,352
319,68
109,377
114,408
488,300
72,11
302,300
158,431
621,129
517,355
633,104
109,148
223,410
25,212
199,430
494,284
602,139
41,49
31,63
417,27
341,261
107,107
608,64
533,368
304,261
197,130
356,261
341,429
607,426
223,412
602,178
606,426
403,275
581,260
620,63
294,431
161,245
26,367
603,178
255,84
518,266
265,245
208,147
270,376
329,369
440,245
353,371
269,7
91,338
91,411
210,133
643,373
302,430
420,245
227,90
217,373
250,3
153,368
548,148
163,190
17,368
393,272
96,377
135,53
320,431
27,116
189,28
210,30
114,265
465,28
217,62
94,377
590,251
105,100
106,232
642,434
395,275
429,130
487,141
15,325
470,28
344,213
626,390
106,410
583,106
344,425
114,72
329,368
81,68
479,261
531,392
93,412
0,117
393,352
82,116
322,388
223,104
431,110
332,246
475,28
90,163
301,179
425,238
186,368
332,336
579,315
334,13
579,327
404,352
518,241
105,116
396,316
83,141
405,304
90,85
422,88
496,391
410,261
423,245
467,53
233,2
103,141
95,148
611,181
85,68
270,287
459,15
103,148
80,162
114,95
114,404
104,40
14,22
322,387
92,107
598,106
280,130
88,441
643,174
114,59
611,64
99,219
321,261
397,357
174,37
132,53
177,37
80,377
606,181
215,261
399,303
518,320
332,313
399,316
393,130
16,28
396,275
396,305
579,32
38,139
322,349
602,333
218,245
338,300
80,259
209,371
340,439
102,100
93,107
422,282
146,429
438,245
394,237
500,284
168,49
377,79
355,300
92,121
358,261
658,28
323,350
603,180
537,431
270,420
338,261
406,141
294,438
428,130
323,342
575,430
81,412
402,130
232,98
323,345
305,49
633,148
408,261
88,259
580,354
83,68
107,100
602,426
555,110
211,133
624,28
92,232
96,79
530,190
518,288
232,303
88,104
548,116
92,219
424,49
223,219
410,429
81,107
391,370
549,90
603,183
26,130
159,429
91,141
518,118
298,261
101,163
332,184
262,261
87,338
332,224
80,410
